location,dept,below 0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,above 100
AK AURORA,92,8491.006993006993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,77,89.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,16,103.59496567505721,125.86666666666666,128.1851851851852,112.4,126.84,138.08823529411765,136.91666666666666,149.8653846153846,149.57777777777778,153.4561403508772,138.24489795918367,130.3265306122449
NM MOUNTAINAIR,90,7630.167517875383,8150.75,7336.8,7083.142857142857,7775.0,7323.0,7761.0,6686.0,NaN,NaN,NaN,NaN
NE IMPERIAL,10,1986.0987514188423,2196.315789473684,2312.5,2426.846153846154,2434.2727272727275,2496.875,2396.0,2412.0,2723.0,NaN,2322.0,NaN
CO VALLECITO DAM,35,624.7482517482517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,3,1525.6853146853148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,21,187.63920750782066,185.0,NaN,159.0,180.0,NaN,153.0,NaN,NaN,NaN,NaN,201.5
UT Mammoth-Cottonwood,46,5193.034965034965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,29,668.665625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,17,63.75057208237986,60.13333333333333,59.592592592592595,60.6,58.0,55.470588235294116,56.02777777777778,51.61538461538461,53.644444444444446,49.70175438596491,55.224489795918366,59.357142857142854
AK Granite Crk,40,5432.20979020979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,78,0.8627450980392157,1.0,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,1.0
NV TUSCARORA,22,347.7320125130344,248.5,NaN,214.0,324.0,NaN,350.0,NaN,NaN,NaN,NaN,278.0
AK Summit Creek,94,9818.032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,47,-6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,4,3012.27972027972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,83,302.09254498714654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,91,6125.9172625127685,7071.25,6391.2,5739.428571428572,6997.0,6927.0,6978.0,5213.0,NaN,NaN,NaN,NaN
CO VALLECITO DAM,36,428.87412587412587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,77,67.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,90,988.4755244755245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,93,3085.195804195804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,11,2042.2542565266742,2215.0,2330.0714285714284,2856.769230769231,2380.909090909091,2567.125,2045.5,2210.6666666666665,2310.0,NaN,1848.0,NaN
NE IMPERIAL,8,2875.83200908059,2834.2631578947367,2843.214285714286,2831.3076923076924,2814.181818181818,2877.0,2983.5,2821.0,2918.0,NaN,2935.0,NaN
TN WHITE HOUSE,54,8.24924924924925,4.428571428571429,6.7272727272727275,4.166666666666667,4.5,4.5,6.8,7.166666666666667,9.0,6.5,NaN,4.75
CO VALLECITO DAM,37,519.5804195804196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,18,55.92530120481928,39.09090909090909,64.66666666666667,34.94736842105263,40.294117647058826,24.88235294117647,31.61111111111111,26.22222222222222,14.7,0.625,3.3,14.166666666666666
NV TUSCARORA,23,876.859228362878,854.0,NaN,872.0,843.0,NaN,788.0,NaN,NaN,NaN,NaN,975.0
AK Summit Creek,95,15241.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,48,16.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,94,4807.5874125874125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,85,244.77486910994764,234.72727272727272,202.77777777777777,213.4,203.66666666666666,259.0,249.5,176.0,207.5,171.0,NaN,NaN
NE IMPERIAL,12,1046.2395005675369,1357.4736842105262,1357.2857142857142,1366.8461538461538,1434.090909090909,1485.625,1408.75,1311.6666666666667,1635.0,NaN,1323.0,NaN
NM MOUNTAINAIR,92,11937.182839632278,12963.0,11376.8,10648.285714285714,12795.0,11743.0,12359.0,9642.0,NaN,NaN,NaN,NaN
AK Granite Crk,41,163.4055944055944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,5,2833.6433566433566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,55,1054.871359223301,878.2,843.8666666666667,863.8181818181819,807.9545454545455,839.1052631578947,904.5384615384615,885.2,823.0,985.0,NaN,861.7142857142857
SD HOT SPRINGS,78,0.5675675675675675,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,9,3672.082860385925,5405.894736842105,6220.0,6398.692307692308,6363.454545454545,6555.875,6250.25,6517.333333333333,6163.0,NaN,6676.0,NaN
MT Bisson Creek,91,475.3916083916084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,79,3502.623287671233,3415.157894736842,3639.1176470588234,3360.478260869565,3466.3333333333335,3433.4285714285716,3431.769230769231,3392.3846153846152,3522.4,3550.6875,3376.32,3473.904522613065
AK Summit Creek,96,4333.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,93,4693.328907048008,5204.75,4727.2,4247.285714285715,5032.0,4940.0,5257.0,4026.0,NaN,NaN,NaN,NaN
AK Granite Crk,6,484.56643356643355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,79,1218.6791443850268,1241.8181818181818,1212.0,1236.904761904762,1264.75,1253.3333333333333,1248.0,1265.0,1267.0,1282.5,NaN,NaN
NE IMPERIAL,13,3513.4528944381386,3512.842105263158,3543.5714285714284,3572.230769230769,3588.909090909091,3727.875,3612.75,3513.0,4321.0,NaN,3346.0,NaN
CO VALLECITO DAM,38,11441.482517482518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,92,2920.5244755244757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,49,3600.1678321678323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,42,754.3636363636364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,56,262.1468446601942,104.45,70.53333333333333,72.0909090909091,51.27272727272727,119.78947368421052,52.38461538461539,54.733333333333334,36.0,58.6,NaN,48.0
AK AURORA,95,7343.881118881119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,24,211.49739311783108,162.5,NaN,308.0,251.0,NaN,211.0,NaN,NaN,NaN,NaN,165.0
AK SALCHA ALASKA,85,287.88560411311056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,97,4448.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,87,959.8628272251309,1055.909090909091,1052.888888888889,1002.2,1051.6666666666667,1141.25,1087.5,1231.5,1077.5,1365.0,NaN,NaN
CO VALLECITO DAM,39,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,94,5098.129724208376,5671.5,5340.6,5067.285714285715,5462.0,5501.0,5896.0,5164.0,NaN,NaN,NaN,NaN
AK AURORA,96,2910.230769230769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,20,1622.856415478615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,14,2036.1328036322361,1647.842105263158,1685.7857142857142,1687.3076923076924,1710.7272727272727,1709.75,1775.5,1784.6666666666667,1813.0,NaN,1761.0,NaN
KS HORTON,90,8789.240282685512,8543.473684210527,8692.272727272728,8699.21052631579,8407.07142857143,8673.0,8417.066666666668,8299.363636363636,8558.7,8706.09090909091,8618.444444444445,8393.70588235294
GA EDISON,52,2.0625,0.4444444444444444,0.2,0.6153846153846154,0.4,0.125,0.8571428571428571,0.5,1.0,0.5,0.0,NaN
MT Bisson Creek,93,141.96491228070175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,72,14.026022304832713,23.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,25,383.5974973931178,335.0,NaN,387.0,408.0,NaN,363.0,NaN,NaN,NaN,NaN,329.0
AK Granite Crk,7,2895.0699300699303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,94,95.73195876288659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,44,528.083916083916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,26,254.95099061522419,167.5,NaN,195.0,181.0,NaN,152.0,NaN,NaN,NaN,NaN,174.5
AK Granite Crk,8,3776.4335664335663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,21,1237.4317718940938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,67,733.2842535787321,573.1111111111111,693.8,527.0,535.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,97,1993.8741258741259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,91,6218.117785630153,5942.631578947368,6195.818181818182,6052.263157894737,5783.714285714285,6128.933333333333,5784.266666666666,5980.545454545455,5922.7,6079.545454545455,6077.111111111111,5758.294117647059
AK Summit Creek,98,1442.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,95,8737.240040858018,9523.75,9114.6,8609.142857142857,9256.0,9241.0,9503.0,8434.0,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,87,1664.7223650385604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,95,3911.769230769231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,98,754.7832167832167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,99,30.983050847457626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,96,2168.0,2172.75,2148.6,2238.8571428571427,2138.0,2088.0,2193.0,2330.0,NaN,NaN,NaN,NaN
AK Granite Crk,9,1684.1538461538462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,22,2652.1384928716902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,27,53.69655891553702,43.0,NaN,46.0,32.0,NaN,36.0,NaN,NaN,NaN,NaN,36.0
LA ROBSON,1,3641.3288590604025,2137.5882352941176,3049.277777777778,2609.0882352941176,2028.3333333333333,2110.64,2007.1515151515152,1977.8108108108108,1957.75,1971.7142857142858,1965.2272727272727,1896.5
TN WHITE HOUSE,59,39.14950634696756,8.65,11.777777777777779,12.5,12.476190476190476,11.555555555555555,16.88888888888889,17.714285714285715,20.625,11.333333333333334,NaN,18.0
CA HERNANDEZ CALIFORNIA,80,2960.265306122449,2781.095238095238,2739.0,2819.8518518518517,2733.214285714286,2836.3333333333335,2613.777777777778,2545.6666666666665,3444.0,2287.0,3042.0,2464.2
NE IMPERIAL,16,1498.9682179341658,1997.4736842105262,3025.4285714285716,2951.6153846153848,2870.0,3117.375,3344.75,3120.6666666666665,2639.0,NaN,4333.0,NaN
AK Granite Crk,45,0.42857142857142855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,74,112.51748251748252,108.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,92,13831.037691401649,13559.315789473685,14032.272727272728,13878.21052631579,13301.42857142857,13599.266666666666,13053.266666666666,12982.272727272728,13246.2,13927.181818181818,13616.444444444445,13455.235294117647
LA ROBSON,2,7182.196308724832,7264.117647058823,7287.388888888889,7328.294117647059,7480.428571428572,7345.44,7434.484848484848,7581.0,7283.375,7569.964285714285,7353.090909090909,7462.903846153846
NM MOUNTAINAIR,97,2496.6138917262515,2949.75,2581.6,2364.5714285714284,2912.0,2710.0,2882.0,2246.0,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,81,1760.937641723356,1704.5714285714287,1645.125,1724.4444444444443,1620.142857142857,1679.3333333333333,1613.0,1633.0,2059.6666666666665,1459.0,1840.0,1637.6
NE IMPERIAL,17,1502.0590238365494,1307.578947368421,1220.357142857143,1202.3846153846155,1221.1818181818182,1195.5,1178.75,1249.6666666666667,1220.0,NaN,1124.0,NaN
AK Granite Crk,46,2561.4405594405594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,28,28.766423357664234,17.5,NaN,15.0,12.0,NaN,19.0,NaN,NaN,NaN,NaN,16.5
CA IMPERIAL,10,6539.82705479452,6635.578947368421,6940.35294117647,6437.304347826087,6795.733333333334,6824.714285714285,6632.461538461538,7087.5,6997.4,7502.3125,7040.6,7200.532663316583
KS HORTON,93,3891.879858657244,4106.8421052631575,4284.0,4272.8421052631575,4007.4285714285716,4380.933333333333,4058.0,4001.818181818182,4050.2,4392.0,4134.333333333333,4135.117647058823
AK AURORA,99,1.6666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,23,5117.713849287169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,55,4.5510948905109485,5.090909090909091,2.6875,3.8947368421052633,3.7142857142857144,3.4444444444444446,3.5,5.166666666666667,4.0,5.333333333333333,3.0,NaN
MT Bisson Creek,96,17.65034965034965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,3,2174.6761744966443,2460.3529411764707,1998.888888888889,2780.9117647058824,3161.1428571428573,2018.92,2892.2727272727275,3136.3783783783783,2504.0416666666665,3281.8928571428573,2981.9545454545455,3878.230769230769
SD HOT SPRINGS,10,2882.8695187165777,2934.7272727272725,3105.090909090909,3015.3809523809523,2843.0833333333335,2792.3333333333335,2638.5,2400.0,2572.0,2597.5,NaN,NaN
AK Granite Crk,47,5.833333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,29,192.2565172054223,168.0,NaN,166.0,135.0,NaN,143.0,NaN,NaN,NaN,NaN,196.5
CA IMPERIAL,11,2971.5856164383563,2888.8947368421054,3115.176470588235,2665.2608695652175,2914.6,2822.5,2818.0,3280.769230769231,3219.05,3437.9375,3254.0,3495.356783919598
AK HIDDEN FALLS HATCHERY,90,11742.653125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,24,1301.6150712830956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,56,16.228571428571428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,97,301.9020979020979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,94,5338.793875147232,5956.473684210527,6249.818181818182,6167.473684210527,5831.214285714285,6384.333333333333,6152.733333333334,6407.818181818182,6215.1,6230.727272727273,6051.888888888889,5968.411764705882
NE IMPERIAL,18,1157.3996737357259,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,98,935.344228804903,906.75,905.6,812.0,866.0,879.0,1002.0,715.0,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,82,699.4160997732426,640.7142857142857,652.25,628.7037037037037,665.4285714285714,638.0833333333334,662.5555555555555,679.0,528.3333333333334,628.0,505.75,568.6
MT Bisson Creek,98,5.558441558441558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,25,2029.6069246435845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,12,917.9503424657535,1012.3157894736842,1030.4117647058824,1001.4782608695652,993.4666666666667,983.2142857142857,942.3076923076923,983.1153846153846,977.05,1019.9375,970.56,992.2713567839196
CA HERNANDEZ CALIFORNIA,83,498.66893424036283,419.0952380952381,416.0,435.962962962963,412.57142857142856,415.1666666666667,347.1111111111111,381.5,616.0,251.0,502.5,334.6
NE IMPERIAL,19,648.4619750283769,465.05263157894734,482.57142857142856,491.9230769230769,513.1818181818181,766.125,395.75,541.0,457.0,NaN,381.0,NaN
AK HIDDEN FALLS HATCHERY,91,9177.183333333332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,95,9293.578327444051,10623.157894736842,10953.0,10640.894736842105,10461.714285714286,11087.866666666667,10560.2,10357.636363636364,10692.6,11132.636363636364,10922.111111111111,10790.882352941177
SD HOT SPRINGS,11,1587.0791443850267,1739.0,1801.5454545454545,2054.5238095238096,1817.4166666666667,1986.6666666666667,1661.0,1460.0,1768.0,2002.0,NaN,NaN
LA ROBSON,4,4353.4412751677855,4567.117647058823,4585.5,4675.64705882353,4645.190476190476,4702.52,4682.575757575758,4844.405405405405,4673.875,4873.428571428572,4677.909090909091,4726.9807692307695
WA Thunder Basin,51,0.3333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,92,19326.7125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,12,449.875935828877,530.8181818181819,518.5454545454545,542.4285714285714,520.25,591.6666666666666,507.0,442.0,629.0,630.0,NaN,NaN
MT Bisson Creek,99,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,13,5285.434931506849,5288.473684210527,5599.529411764706,5316.434782608696,5321.733333333334,5399.071428571428,5439.923076923077,5479.923076923077,5437.65,5613.25,5472.48,5561.226130653266
CO Nast Lake,26,1706.724032586558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,49,324.13286713286715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,5,4900.978187919463,2939.529411764706,3092.3888888888887,2878.1176470588234,3095.4761904761904,2761.6,2860.2727272727275,3008.2432432432433,2898.6666666666665,2838.5,2789.6363636363635,2702.5384615384614
KS HORTON,96,2067.6548881036515,2725.4210526315787,2836.4545454545455,2783.9473684210525,2738.6428571428573,3194.6666666666665,2948.0666666666666,2690.6363636363635,2951.1,2990.090909090909,2767.222222222222,2836.470588235294
SD HOT SPRINGS,13,3627.5208556149732,3852.090909090909,3648.090909090909,3767.809523809524,3682.0833333333335,3537.3333333333335,3645.75,3704.0,3552.0,3494.5,NaN,NaN
CO Nast Lake,27,364.09164969450103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,20,1115.833507853403,1272.0,1301.7777777777778,1321.6,1324.0,1328.5,1287.0,1446.5,1421.5,1660.0,NaN,NaN
GA EDISON,59,2.2373737373737375,5.444444444444445,2.875,1.8461538461538463,1.8,1.1111111111111112,1.6,2.111111111111111,0.0,1.0,1.5,NaN
CA IMPERIAL,14,3914.361301369863,3441.2631578947367,3402.823529411765,3256.0,3369.133333333333,3203.1428571428573,3187.3076923076924,3351.9615384615386,3367.55,3337.75,3309.16,3238.2663316582916
LA ROBSON,6,913.0822147651006,752.8235294117648,794.0,749.8529411764706,792.952380952381,770.92,801.8181818181819,866.1081081081081,870.9583333333334,803.2142857142857,858.5909090909091,757.3846153846154
AK HIDDEN FALLS HATCHERY,93,10237.905208333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,80,1599.3020594965676,1593.8666666666666,1552.4814814814815,1575.16,1593.4,1580.8529411764705,1620.9166666666667,1560.5961538461538,1602.5777777777778,1600.561403508772,1565.2857142857142,1611.6836734693877
ID EAGLE IDAHO,79,2156.1678321678323,2464.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,30,446.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,52,238.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,97,2388.5053003533567,2731.6315789473683,2850.7272727272725,2792.9473684210525,2708.214285714286,2954.9333333333334,2727.3333333333335,2657.7272727272725,2797.4,2842.6363636363635,2878.222222222222,2676.294117647059
CA HERNANDEZ CALIFORNIA,85,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,31,329.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,98,1159.1260306242639,1229.7368421052631,1215.0,1192.2631578947369,1195.357142857143,1294.9333333333334,1241.8666666666666,1239.3636363636363,1232.4,1218.6363636363637,1253.6666666666667,1121.2941176470588
CO Nast Lake,28,173.21283095723015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,94,9032.733333333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,14,1628.8470588235293,1446.3636363636363,1377.3636363636363,1417.3809523809523,1270.1666666666667,1175.3333333333333,1191.0,1205.0,1214.0,1193.0,NaN,NaN
TX HEBBRONVILLE,81,1447.762013729977,1459.6333333333334,1439.7037037037037,1446.24,1484.28,1465.0588235294117,1489.6944444444443,1456.5384615384614,1493.2,1500.3684210526317,1467.3469387755101,1536.1326530612246
LA ROBSON,7,5151.3288590604025,4289.117647058823,4654.222222222223,4740.5,4358.571428571428,4796.52,4590.909090909091,4823.621621621622,4675.916666666667,4760.0,4512.681818181818,4226.673076923077
AK SALCHA ALASKA,20,1692.1670951156811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,21,1027.54554973822,970.2727272727273,1009.3333333333334,978.6,1033.0,960.5,929.0,912.0,929.5,952.0,NaN,NaN
KS HORTON,99,28.34825870646766,6.0,3.0,10.333333333333334,4.4,3.25,3.0,6.666666666666667,2.5,7.5,NaN,0.9
AK HIDDEN FALLS HATCHERY,95,17255.640625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,21,527.6632390745501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,32,873.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,16,3666.6900684931506,5171.8421052631575,4939.941176470588,4043.9565217391305,4425.933333333333,4201.142857142857,3399.923076923077,4455.0,4332.9,4401.0625,4103.48,4365.095477386934
LA ROBSON,8,6116.154362416108,5990.882352941177,6077.444444444444,6074.323529411765,6080.809523809524,6084.0,6017.30303030303,6050.945945945946,5981.041666666667,5980.392857142857,6003.681818181818,5888.2692307692305
TX HEBBRONVILLE,82,816.4233409610983,777.2666666666667,765.6296296296297,761.76,789.92,758.7352941176471,775.5277777777778,733.5,769.0222222222222,759.4736842105264,737.0204081632653,782.4285714285714
CA HERNANDEZ CALIFORNIA,87,40.270233196159126,31.25,35.2,39.48,32.84615384615385,41.27272727272727,43.375,12.75,31.0,22.0,18.0,26.0
WA Thunder Basin,54,7.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,31,17.154929577464788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,29,1403.4195519348268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,22,1853.4659685863874,2008.5454545454545,1957.7777777777778,1989.8,1985.0,1951.5,2010.5,2092.0,1731.0,2351.0,NaN,NaN
LA ROBSON,9,3714.6845637583892,4911.764705882353,4851.444444444444,5120.0,5169.142857142857,5418.08,5223.181818181818,5352.648648648648,5176.625,5362.678571428572,5070.363636363636,5013.826923076923
AK AURORA,32,14.363636363636363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,96,4759.936117936118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,55,1229.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,16,2247.204278074866,2912.909090909091,2932.6363636363635,3093.9523809523807,2869.9166666666665,3793.6666666666665,2935.0,2508.0,3551.0,4104.0,NaN,NaN
AK SALCHA ALASKA,22,2989.2159383033418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,83,334.9199084668192,347.3666666666667,335.0740740740741,327.2,331.16,336.6764705882353,366.1666666666667,339.7692307692308,360.06666666666666,365.1929824561403,343.7142857142857,352.81632653061223
AK Summit Creek,33,702.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,23,2642.221989528796,2791.7272727272725,2589.3333333333335,2710.6,2584.0,2949.5,2713.5,3408.0,3170.5,3476.0,NaN,NaN
CA IMPERIAL,17,2374.3698630136987,2201.4210526315787,2262.0,2134.391304347826,2170.6666666666665,2171.8571428571427,2216.4615384615386,2240.3846153846152,2237.05,2230.0,2262.88,2300.070351758794
CA IMPERIAL,18,2167.469642857143,732.7142857142857,657.5,971.1666666666666,343.0,561.9230769230769,667.5454545454545,502.55555555555554,545.0,162.0,212.66666666666666,143.17977528089887
